허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
알펜시아 리조트,2,강원도,평창군,강원도 평창군 대관령면 솔봉로 325,강원도 평창군 대관령면 용산리 195-1,37.6592541743,128.6840106671,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
평창 휘닉스파크,2,강원도,평창군,강원도 평창군 봉평면 태기로 174,강원도 평창군 봉평면 면온리 1095-1,37.5824634130,128.3268677594,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
마하생태관광단지,2,강원도,평창군,,강원도 평창군 미탄면 마하리,37.27857371,128.5762401,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
평창전통시장,99,강원도,평창군,강원도 평창군 평창읍 평창시장1길 8-1,강원도 평창군 평창읍 하리 55-6,37.366849,128.394577,,0,2020-04-24,2030-12-31,5일+10일+15일+20일+25일+30일,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
대화전통시장,99,강원도,평창군,강원도 평창군 대화면 대화3길 41,강원도 평창군 대화리 1001-171,37.5006970011,128.4547135657,,0,2020-04-24,2030-12-31,4일+9일+14일+19일+24일+29일,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
봉평전통시장,99,강원도,평창군,,강원도 평창군 봉평면 창동리 280-6,37.61548074,128.3776474,,0,2020-04-24,2030-12-31,2일+7일+12일+17일+22일+27일,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
만항재,2,강원도,정선군,강원도 정선군 고한읍 함백산로 1093-10,강원도 정선군 고한읍 고한리 산 215,37.159373,128.900325,1,120만원(1년치),2017-06-12,2018-06-12,없음,10:00,17:00,08:30,18:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,식품외품목,정선군청,033-560-2010,2020-10-28,4290000,강원도 정선군
남양주체육문화센터 푸드트럭존,3,경기도,남양주시,경기도 남양주시 다산지금로 91,경기도 남양주시 이패동 산87,37.60592685,127.1777885,1,0,2018-08-01,2020-12-31,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-10-29,3990000,경기도 남양주시
진건도서관,8,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 41-25,경기도 남양주시 진건읍 사능리 646-7,37.65513558,127.1774389,1,0,2019-06-01,2023-05-31,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-10-29,3990000,경기도 남양주시
별내체육공원,3,경기도,남양주시,경기도 남양주시 별내3로 244(별내동),경기도 남양주시 별내동 910,37.65972953,127.1213599,1,0,2019-07-07,2022-07-06,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-10-29,3990000,경기도 남양주시
다산동사무소,8,경기도,남양주시,경기도 남양주시 다산중앙로 7(다산동),경기도 남양주시 다산동 6150,37.6139266,127.1555493,1,0,2019-10-08,2021-10-13,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-10-29,3990000,경기도 남양주시
금오랜드,1,경상북도,구미시,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253,36.1133043401,128.3155848682,1,0,2015-02-11,2099-12-31,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2020-10-29,5080000,경상북도 구미시
선기졸음쉼터(부산방향),7,경상북도,구미시,,경상북도 구미시 도량동 472-4,,,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2020-10-29,5080000,경상북도 구미시
선기졸음쉼터(서울방향),7,경상북도,구미시,,경상북도 구미시 도량동 333-2,,,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2020-10-29,5080000,경상북도 구미시
기장군청,8,부산광역시,기장군,부산광역시 기장군 기장읍 기장대로 560,부산광역시 기장군 기장읍 신천리 1,35.24348158,129.222956,1,"연371,800원",2017-03-03,2021-01-24,연중무휴,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,기장군,051-709-4162,2020-09-21,3400000,부산광역시 기장군
남광주밤기차야시장,99,광주광역시,동구,광주광역시 동구 제봉로 7,광주광역시 동구 학동 55,35.1389375047,126.9218721795,,"월 200,000원",2016-10-21,2019-12-31,월+화+수+목+금+일,00:00,00:00,18:30,23:30,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2020-10-26,6290000,광주광역시
국립아시아문화전당,8,광주광역시,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.1469155857,126.9199944815,,행사별 다름,2017-05-02,2019-12-31,행사종료일,17:00,22:00,17:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2020-10-26,6290000,광주광역시
충장축제 행사장,99,광주광역시,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.1469155857,126.9199944815,,"550,000(5일, 부과세 포함)",2016-09-26,2019-12-31,행사종료일,12:30,22:00,12:30,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2020-10-26,6290000,광주광역시
김대중컨벤션센터,8,광주광역시,서구,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,35.1467770575,126.8404804808,,"연 4,200,000원",2017-12-16,2021-02-09,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2020-10-26,6290000,광주광역시
상무시민공원,4,광주광역시,서구,"광주광역시 서구 상무공원로 101(1층 치평동, 상무시민공원)",광주광역시 서구 치평동 1162,35.1533933971,126.8410956574,,확인불가,2017-05-09,2019-05-08,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2020-10-26,6290000,광주광역시
풍암호수공원,4,광주광역시,서구,,광주광역시 서구 풍암동 491-3,,,,"연 57,000원",2017-05-09,2021-05-08,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2020-10-26,6290000,광주광역시
광주시청(야외스케이트장),8,광주광역시,서구,"광주광역시 서구 내방로 111(치평동, 광주광역시청 문화광장 내 야외스케이트장)",광주광역시 서구 치평동 1200,35.1600994105,126.8514619252,,입찰계약,2016-12-17,2017-01-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2020-10-26,6290000,광주광역시
광주사직공원,4,광주광역시,남구,"광주광역시 남구 사직길 49-1, 1층 (사동)",,35.1416220188,126.9114959353,,0,2018-08-31,2019-12-31,영업주 자유,13:00,23:59,13:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주정보문화산업진흥원,062-654-3621,2020-10-26,6290000,광주광역시
우치공원,4,광주광역시,북구,광주광역시 북구 우치로 649(생용동),광주광역시 북구 생용동 90,35.2215344986,126.9019724687,,"연 35,110원",2016-04-19,2020-04-18,연중무휴,10:00,23:59,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 북구,062-410-6698,2020-10-26,6290000,광주광역시
황룡친수공원,4,광주광역시,광산구,,광주광역시 광산구 선암동 214-4,,,,"연 360,000원",2016-06-22,2020-05-31,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,주류,광주광역시 광산구,062-960-8784,2020-10-26,6290000,광주광역시
